domain,label,source,domain_age_days
cardiciciapply.co.in,Suspected,training_set,-1
icicibankcarrers.in,Suspected,training_set,-1
icicimyrewards.net,Suspected,training_set,4934
icicisavingsreward.net,Suspected,training_set,4934
icicibank.auction,Suspected,training_set,-1
icicibank.boutique,Suspected,training_set,-1
icicibank.buzz,Suspected,training_set,350
icici.direct,Suspected,training_set,-1
icicibank.chat,Suspected,training_set,-1
icicibank.florist,Suspected,training_set,-1
infoicicibank.xyz,Suspected,training_set,-1
icicidemafinance.in,Suspected,training_set,-1
icicico.in,Suspected,training_set,-1
icicidemat.co.in,Suspected,training_set,-1
icici-demat-168169687.click,Suspected,training_set,-1
theicici.co.in,Suspected,training_set,-1
icicibank.bingo,Suspected,training_set,-1
icicibank.bond,Suspected,training_set,-1
icicibank.college,Suspected,training_set,-1
icicibank.download,Suspected,training_set,-1
icicibank.engineer,Suspected,training_set,-1
icicibank.events,Suspected,training_set,-1
icicibank.football,Suspected,training_set,-1
icicibank.furniture,Suspected,training_set,-1
icicibank.gifts,Suspected,training_set,-1
icicibank.global,Suspected,training_set,-1
icicibank.golf,Suspected,training_set,-1
icicibank.group,Suspected,training_set,-1
icicibank.hockey,Suspected,training_set,-1
icicibank.homes,Suspected,training_set,351
icicibank.industries,Suspected,training_set,-1
icicibank.institute,Suspected,training_set,-1
icicibank.kaufen,Suspected,training_set,-1
icicibank.mba,Suspected,training_set,-1
icicibank.plumbing,Suspected,training_set,-1
icicibank.sbs,Suspected,training_set,395
icicibank.singles,Suspected,training_set,-1
icicibank.media,Suspected,training_set,-1
icicibank.men,Suspected,training_set,-1
icicibank.rentals,Suspected,training_set,-1
icicibank.run,Suspected,training_set,-1
icicibank.sale,Suspected,training_set,-1
icicibank.solar,Suspected,training_set,-1
icicibank.studio,Suspected,training_set,-1
icicibank.taxi,Suspected,training_set,-1
icicibank.team,Suspected,training_set,-1
icicibank.tools,Suspected,training_set,-1
icicibank.vin,Suspected,training_set,-1
icicibank.voyage,Suspected,training_set,-1
icicibank.works,Suspected,training_set,-1
icicibank.zone,Suspected,training_set,-1
icicibamk.com,Suspected,training_set,7859
icici.today,Suspected,training_set,-1
icicbank.com,Suspected,training_set,-1
icicibanj.com,Suspected,training_set,-1
icicibank.live,Suspected,training_set,-1
icicibannk.com,Suspected,training_set,7446
icicipank.com,Suspected,training_set,-1
iicicibank.com,Suspected,training_set,7629
icicibank.poker,Suspected,training_set,-1
icici.cash,Suspected,training_set,-1
icicidirect.shop,Suspected,training_set,-1
icicidirect.website,Suspected,training_set,-1
iciciamc.in,Suspected,training_set,466
iciciloan.ltd,Suspected,training_set,-1
icicinetbanking.in,Suspected,training_set,-1
rewardicicimobile.in,Suspected,training_set,-1
icicistoreapp.in,Suspected,training_set,-1
icici-services.co.in,Suspected,training_set,-1
icicibvank.com,Suspected,training_set,-1
icicibwnk.com,Suspected,training_set,-1
icicikbank.com,Suspected,training_set,-1
iciciubank.com,Suspected,training_set,-1
licicibank.com,Suspected,training_set,-1
iciciprolife.com,Suspected,training_set,-1
icicispor.in,Suspected,training_set,439
icicibank.ind.in,Suspected,training_set,428
icicicreditcard.com,Suspected,training_set,431
icicifastag.co.in,Suspected,training_set,-1
icicifastag.in,Suspected,training_set,432
theicicirwd.co.in,Suspected,training_set,419
icici.online,Suspected,training_set,385
icicistoreapp.co.in,Suspected,training_set,389
icici-direct.info,Suspected,training_set,-1
icicipru.in,Suspected,training_set,364
icicipru-amc.in,Suspected,training_set,364
icici-bank.sbs,Suspected,training_set,-1
icici-direct.in,Suspected,training_set,362
icicisecurities.org.in,Suspected,training_set,362
icicibank-coin.cfd,Suspected,training_set,341
icicibank-in.homes,Suspected,training_set,-1
icicibzak.shop,Suspected,training_set,-1
icici-linkpoint.cfd,Suspected,training_set,302
icici-linkpoint.click,Suspected,training_set,302
icici-linkpoint.lol,Suspected,training_set,302
icici-linkpoint.top,Suspected,training_set,302
icici-linkpoint.xyz,Suspected,training_set,302
iciciinbank.cfd,Suspected,training_set,285
0613iconnect.online,Suspected,training_set,283
icicibankbg.cfd,Suspected,training_set,-1
icicibankbg.sbs,Suspected,training_set,-1
icicilbank.cfd,Suspected,training_set,281
icicibank.xyz,Suspected,training_set,273
icicilombard.xxx,Suspected,training_set,961
iciciprulife-online.co.in,Suspected,training_set,-1
ioclinfo.in,Suspected,training_set,574
tpilpgiocl.in,Suspected,training_set,-1
indianiocl.top,Suspected,training_set,-1
ioclsja.icu,Suspected,training_set,-1
iocl.app,Suspected,training_set,-1
iocllpg.in,Suspected,training_set,-1
ioclghfd.top,Phishing,training_set,-1
iocllinp.top,Phishing,training_set,-1
ioclpwts.top,Phishing,training_set,-1
ioclshwe.top,Phishing,training_set,-1
ioclshwg.top,Phishing,training_set,-1
ioclshwhx.top,Phishing,training_set,-1
ioclshwsg.top,Phishing,training_set,-1
ioclsiuy.top,Phishing,training_set,-1
ioclsptrwa.top,Phishing,training_set,-1
ioclxgsw.top,Phishing,training_set,-1
ioclywts.top,Phishing,training_set,-1
ioclsgwfg.top,Phishing,training_set,-1
iocllumding.co.in,Phishing,training_set,342
ioclsywt.top,Phishing,training_set,-1
ioclgwag.top,Phishing,training_set,-1
ioclshywtas.top,Phishing,training_set,-1
indianioclpts.top,Phishing,training_set,-1
ioclapply.co.in,Suspected,training_set,293
ioclhgtx.top,Suspected,training_set,-1
ioclindn.icu,Suspected,training_set,-1
iocliurz.fun,Suspected,training_set,-1
i8cl.com,Suspected,training_set,295
iiocl.com,Suspected,training_set,308
ioclapply.net,Suspected,training_set,-1
irctc.corover.ai,Phishing,training_set,-1
irctc.ind.in,Suspected,training_set,-1
aeludi.cyou,Phishing,training_set,393
inludi.cyou,Phishing,training_set,393
kavachsafety.in,Suspected,training_set,-1
kavachrail.in,Suspected,training_set,490
kavach-ai.in,Suspected,training_set,480
rudrakavach.in,Suspected,training_set,-1
kavachonline.in,Suspected,training_set,431
email-govs.click,Phishing,training_set,397
twilight-glade-76955.pktriot.net,Phishing,training_set,-1
email.gov.in.drdosurvey.info,Suspected,training_set,-1
zohidsindia.com,Phishing,training_set,315
email.gov.in.avtzyu.store,Suspected,training_set,-1
email.gov.in.briefcases.email,Suspected,training_set,-1
email.gov.in.defenceindia.ltd,Suspected,training_set,-1
email.gov.in.departmentofdefence.de,Suspected,training_set,-1
email.gov.in.departmentofspace.info,Suspected,training_set,-1
email.gov.in.indiangov.site,Suspected,training_set,-1
email.gov.in.modindia.link,Suspected,training_set,373
emailindia.in,Suspected,training_set,296
kavach360.in,Suspected,training_set,298
kavach.biz,Suspected,training_set,282
accounts.mgovcloud.in.cloudshare.digital,Suspected,training_set,-1
accounts.mgovcloud.in.virtualeoffice.cloud,Suspected,training_set,295
email.gov.in.gov.in.ihws.co.in,Suspected,training_set,2545
email.gov.in.ihws.co.in,Suspected,training_set,2545
email.gov.in.leadadmin.in,Suspected,training_set,-1
email.gov.in.mygov.pw,Suspected,training_set,-1
email-info.dev,Suspected,training_set,-1
email-info.xyz,Suspected,training_set,274
nic-in.net,Suspected,training_set,280
email-govs.in,Suspected,training_set,1837
nicemail.in,Suspected,training_set,3915
nic-mails.in,Suspected,training_set,1197
gov-email.com,Suspected,training_set,462
kavachh.co.in,Suspected,training_set,-1
nic-tech.top,Suspected,training_set,334
nicmail.top,Suspected,training_set,326
red-surf-08881.pktriot.net,Suspected,training_set,-1
email.gov.in.ministryofdefenceindia.org,Suspected,training_set,-1
email-gov.icu,Suspected,training_set,397
mail.e-gov.in.ua,Suspected,training_set,-1
gov-nicz.cfd,Suspected,training_set,-1
nicemail.xyz,Suspected,training_set,273
helppnbindia.in,Suspected,training_set,-1
pnbmail.co.in,Suspected,training_set,-1
loginsbicard.in,Suspected,training_set,-1
onlinesbicard.in,Suspected,training_set,-1
onlineplanssbilife.co.in,Suspected,training_set,553
onlinesbilifeinsurance.co.in,Suspected,training_set,553
sbilifefinance.in,Suspected,training_set,553
sbilifeinsurancequote.co.in,Suspected,training_set,553
sbilifeinsurancequote.in,Suspected,training_set,553
sbilifeinsurancequote.net,Suspected,training_set,553
sbilifeinsuranceservices.co.in,Suspected,training_set,553
sbilifeinsuranceservices.in,Suspected,training_set,553
sbilifeinsuranceservices.net,Suspected,training_set,553
sbilifeonlineplans.co.in,Suspected,training_set,553
sbilifeonlineplans.in,Suspected,training_set,553
sbilifeonlineplans.net,Suspected,training_set,553
sbilifeplans.co.in,Suspected,training_set,553
sbilifeplans.in,Suspected,training_set,553
sbilifeplans.live,Suspected,training_set,-1
sbilifeplans.net,Suspected,training_set,553
sbilifepolicy.co.in,Suspected,training_set,553
onlinesbilifeinsurance.in,Suspected,training_set,553
onlinesbilifeinsurance.net,Suspected,training_set,553
sbiinsurance.in,Suspected,training_set,553
sbiinsurance.net,Suspected,training_set,553
sbilifefinance.net,Suspected,training_set,553
sbilifeinsurance.co.in,Suspected,training_set,553
sbilifeinsurance.net,Suspected,training_set,553
sbilifeinsuranceonline.co.in,Suspected,training_set,553
sbilifeinsuranceonline.in,Suspected,training_set,553
sbilifeinsuranceonline.net,Suspected,training_set,553
sbilifepolicy.in,Suspected,training_set,553
sbibankcorp.co.in,Phishing,training_set,-1
mysbibank.co.in,Suspected,training_set,593
alert-sbi.co.in,Suspected,training_set,-1
sbistatement.co.in,Suspected,training_set,88
loginsbi.in,Suspected,training_set,-1
sbicardshr.in,Suspected,training_set,-1
updatessbi.co.in,Suspected,training_set,-1
sbifm.in,Suspected,training_set,577
sbicardlogin.in,Suspected,training_set,-1
sbifashascholarship.in,Suspected,training_set,573
sbifashascholarship.co.in,Suspected,training_set,573
sbigrahaksevakendranet.co.in,Suspected,training_set,573
sbi01-bank.co.in,Suspected,training_set,-1
wbsbi.co.in,Suspected,training_set,571
sbionlinehelp.in,Suspected,training_set,-1
sbibroker.in,Suspected,training_set,-1
noeticsbiotech.co.in,Suspected,training_set,547
alerts-sbi.net,Suspected,training_set,565
esbi.in,Suspected,training_set,554
esbi-informer.info,Suspected,training_set,-1
loanfinancesbi.co.in,Suspected,training_set,-1
onlinesbi.digital,Suspected,training_set,-1
sbibank.ind.in,Suspected,training_set,-1
sbiloanapply.in,Suspected,training_set,-1
sbirewardcard.in,Suspected,training_set,-1
csb1.lat,Suspected,training_set,-1
00674sbi.co.in,Suspected,training_set,-1
msbi.in,Suspected,training_set,-1
sbi13355cbs.co.in,Suspected,training_set,421
sbifin.in,Suspected,training_set,396
sbinbank.in,Suspected,training_set,396
sbicard.website,Suspected,training_set,387
sbilife.website,Suspected,training_set,387
18sbip04.shop,Suspected,training_set,-1
sbiin.in,Suspected,training_set,-1
cybersupportsbi.co.in,Suspected,training_set,414
sbi-alerts.co.in,Suspected,training_set,392
sbicardservice.in,Suspected,training_set,417
sbiindia.in,Suspected,training_set,418
sbindustries.org.in,Suspected,training_set,417
sbinps.org,Suspected,training_set,418
usbi.top,Suspected,training_set,-1
accounts-sbi.co.in,Suspected,training_set,309
esbi.co.in,Suspected,training_set,-1
transactions-sbi.co.in,Suspected,training_set,312
sbicmsbanglore.in,Suspected,training_set,303
zonalsbi.co.in,Suspected,training_set,-1
sbico.net,Suspected,training_set,297
noreplysbi.in,Suspected,training_set,295
mysbi-co.net,Suspected,training_set,299
sbi-updatb.xyz,Suspected,training_set,-1
sbi-update.cfd,Suspected,training_set,-1
sbi-update.top,Suspected,training_set,-1
sbi-update.xyz,Suspected,training_set,-1
sbi-updats.top,Suspected,training_set,-1
sbi-updats.xyz,Suspected,training_set,-1
sbi-updaty.top,Suspected,training_set,-1
sbi-updaty.xyz,Suspected,training_set,-1
sbiverify-jp.cfd,Suspected,training_set,-1
moli-bai.pages.dev,Phishing,training_set,-1
ogf.pages.dev,Phishing,training_set,-1
erftgj.pages.dev,Phishing,training_set,-1
jhctth.pages.dev,Phishing,training_set,-1
bee4.pages.dev,Phishing,training_set,-1
pqvoy.pages.dev,Phishing,training_set,-1
lkvgt.pages.dev,Phishing,training_set,-1
wqoy.pages.dev,Phishing,training_set,-1
sbikyc-5g4.pages.dev,Phishing,training_set,-1
jkfnlk.pages.dev,Phishing,training_set,-1
sav1h4da.vercel.app,Phishing,training_set,-1
bczxx.vercel.app,Phishing,training_set,-1
czsei.vercel.app,Phishing,training_set,-1
sahc1d1yta.vercel.app,Phishing,training_set,-1
lkjbb.vercel.app,Phishing,training_set,-1
sagv1ctd.vercel.app,Phishing,training_set,-1
rdcvb.vercel.app,Phishing,training_set,-1
kloii.vercel.app,Phishing,training_set,-1
satydh7va.vercel.app,Phishing,training_set,-1
satysv5aj.vercel.app,Phishing,training_set,-1
rsbi.online,Suspected,training_set,2
sbibilisim.online,Suspected,training_set,418
sbii.co.in,Suspected,training_set,305
sbi-oiddasdeq.cfd,Suspected,training_set,264
sbi-oiderweq.cfd,Suspected,training_set,264
sbi-help.top,Suspected,training_set,-1
sbi-help.xyz,Suspected,training_set,-1
sun1-3pr.pages.dev,Phishing,training_set,-1
gtcgl.pages.dev,Phishing,training_set,-1
tgw8t54r.pages.dev,Phishing,training_set,-1
ciyk.pages.dev,Phishing,training_set,-1
djal.pages.dev,Phishing,training_set,-1
rewardsbi.pages.dev,Phishing,training_set,-1
dcvtd.pages.dev,Phishing,training_set,-1
ktfju-21n.pages.dev,Phishing,training_set,-1
quxe.pages.dev,Phishing,training_set,-1
zirvjj.pages.dev,Phishing,training_set,-1
zoebo.pages.dev,Phishing,training_set,-1
vfhtlk.pages.dev,Phishing,training_set,-1
qotgj.pages.dev,Phishing,training_set,-1
yehiv.pages.dev,Phishing,training_set,-1
fri9-4v8.pages.dev,Phishing,training_set,-1
fri7.pages.dev,Phishing,training_set,-1
fri2.pages.dev,Phishing,training_set,-1
jazgy.pages.dev,Phishing,training_set,-1
qpmz.pages.dev,Phishing,training_set,-1
rew-czs.pages.dev,Phishing,training_set,-1
qausb.pages.dev,Phishing,training_set,-1
aqgcyj.pages.dev,Phishing,training_set,-1
iskvno.pages.dev,Phishing,training_set,-1
aurji.pages.dev,Phishing,training_set,-1
payebm.pages.dev,Phishing,training_set,-1
sx2.pages.dev,Phishing,training_set,-1
yuiii.pages.dev,Phishing,training_set,-1
tg765rftf.pages.dev,Phishing,training_set,-1
ifsjab.pages.dev,Phishing,training_set,-1
jtdubb.pages.dev,Phishing,training_set,-1
zieviv.pages.dev,Phishing,training_set,-1
prip.pages.dev,Phishing,training_set,-1
gttt.pages.dev,Phishing,training_set,-1
pevox.pages.dev,Phishing,training_set,-1
sbikyc-4g.pages.dev,Phishing,training_set,-1
sbi-kyc.pages.dev,Phishing,training_set,-1
a-2-6ua.pages.dev,Phishing,training_set,-1
sbikyc-dy1.pages.dev,Phishing,training_set,-1
biyuthj.pages.dev,Phishing,training_set,-1
pqgib.pages.dev,Phishing,training_set,-1
aklp.pages.dev,Phishing,training_set,-1
prcobl.pages.dev,Phishing,training_set,-1
zzraz.pages.dev,Phishing,training_set,-1
ump11.pages.dev,Phishing,training_set,-1
ump3.pages.dev,Phishing,training_set,-1
qhuvp.pages.dev,Phishing,training_set,-1
tripal-a.pages.dev,Phishing,training_set,-1
yaegcu.pages.dev,Phishing,training_set,-1
orvkb.pages.dev,Phishing,training_set,-1
tyftrk.pages.dev,Phishing,training_set,-1
prcibn.pages.dev,Phishing,training_set,-1
apk5.pages.dev,Phishing,training_set,-1
kilpzcmk.pages.dev,Phishing,training_set,-1
kop-3b3.pages.dev,Phishing,training_set,-1
sdf-89v.pages.dev,Phishing,training_set,-1
gooa.pages.dev,Phishing,training_set,-1
ierbk.pages.dev,Phishing,training_set,-1
usehcs.pages.dev,Phishing,training_set,-1
ifbib.pages.dev,Phishing,training_set,-1
irhvj.pages.dev,Phishing,training_set,-1
usjbo.pages.dev,Phishing,training_set,-1
idobog.pages.dev,Phishing,training_set,-1
yvys.pages.dev,Phishing,training_set,-1
edho.pages.dev,Phishing,training_set,-1
iehjjj.pages.dev,Phishing,training_set,-1
udyhji.pages.dev,Phishing,training_set,-1
itjibj.pages.dev,Phishing,training_set,-1
ysibih.pages.dev,Phishing,training_set,-1
vmk.pages.dev,Phishing,training_set,-1
usijop.pages.dev,Phishing,training_set,-1
yshhvk.pages.dev,Phishing,training_set,-1
rewarsdsbi.pages.dev,Phishing,training_set,-1
sah1v1bt.vercel.app,Phishing,training_set,-1
mals.vercel.app,Phishing,training_set,-1
savchg8d.vercel.app,Phishing,training_set,-1
sacdyu3a.vercel.app,Phishing,training_set,-1
savc4hdty.vercel.app,Phishing,training_set,-1
sagcd8af.vercel.app,Phishing,training_set,-1
youn-delta.vercel.app,Phishing,training_set,-1
sah5dyva.vercel.app,Phishing,training_set,-1
sagdy6tcv.vercel.app,Phishing,training_set,-1
sa3adtyv.vercel.app,Phishing,training_set,-1
sahcd1j3a.vercel.app,Phishing,training_set,-1
saays5dvty.vercel.app,Phishing,training_set,-1
sacd1otyac.vercel.app,Phishing,training_set,-1
sahd6jat.vercel.app,Phishing,training_set,-1
sahcd7ya.vercel.app,Phishing,training_set,-1
sah1vd2nty.vercel.app,Phishing,training_set,-1
say1uvga.vercel.app,Phishing,training_set,-1
shaidty8dv.vercel.app,Phishing,training_set,-1
vndns.vercel.app,Phishing,training_set,-1
sav6ftyuj.vercel.app,Phishing,training_set,-1
syeh2vfty.vercel.app,Phishing,training_set,-1
kldss.vercel.app,Phishing,training_set,-1
shab3vta.vercel.app,Phishing,training_set,-1
syertv2aj.vercel.app,Phishing,training_set,-1
shaty7dv.vercel.app,Phishing,training_set,-1
shgav5ya.vercel.app,Phishing,training_set,-1
svaswer1.vercel.app,Phishing,training_set,-1
shay1ucv.vercel.app,Phishing,training_set,-1
syajd1ga.vercel.app,Phishing,training_set,-1
shaj3dy.vercel.app,Phishing,training_set,-1
sha2yeva.vercel.app,Phishing,training_set,-1
sahjj3vdy.vercel.app,Phishing,training_set,-1
sjab7vdt.vercel.app,Phishing,training_set,-1
